x	rhoN2	rhoO2	rhoNO	rhoN	rhoO	u	T	Tv
0.656250	0.000788	0.000243	-0.000000	-0.000000	0.000000	3436.099909	564.606323	350.010415
0.663750	0.000774	0.000239	-0.000000	-0.000000	0.000000	3437.268597	560.716827	350.010547
0.671250	0.000759	0.000234	-0.000000	-0.000000	0.000000	3438.470192	556.716434	350.010671
0.678750	0.000745	0.000230	-0.000000	-0.000000	0.000000	3439.702560	552.612139	350.010788
0.686250	0.000730	0.000225	-0.000000	-0.000000	0.000000	3440.963580	548.410900	350.010897
0.693750	0.000715	0.000221	-0.000000	-0.000000	-0.000000	3442.251149	544.119617	350.010999
0.701250	0.000700	0.000216	-0.000000	0.000000	-0.000000	3443.563194	539.745110	350.011094
0.708750	0.000685	0.000211	-0.000000	0.000000	-0.000000	3444.897672	535.294096	350.011182
0.716250	0.000670	0.000207	-0.000000	0.000000	-0.000000	3446.252581	530.773175	350.011263
0.723750	0.000655	0.000202	0.000000	0.000000	-0.000000	3447.625959	526.188813	350.011338
0.731250	0.000640	0.000197	0.000000	0.000000	-0.000000	3449.015893	521.547326	350.011407
0.738750	0.000625	0.000193	0.000000	0.000000	-0.000000	3450.420522	516.854866	350.011470
0.746250	0.000610	0.000188	0.000000	0.000000	0.000000	3451.838039	512.117416	350.011527
0.753750	0.000595	0.000183	0.000000	0.000000	0.000000	3453.266694	507.340771	350.011580
0.761250	0.000580	0.000179	0.000000	0.000000	-0.000000	3454.704798	502.530537	350.011628
0.768750	0.000566	0.000174	0.000000	0.000000	0.000000	3456.150724	497.692124	350.011671
0.776250	0.000551	0.000170	0.000000	-0.000000	0.000000	3457.602906	492.830737	350.011709
0.783750	0.000537	0.000166	0.000000	-0.000000	0.000000	3459.059845	487.951373	350.011744
0.791250	0.000523	0.000161	0.000000	-0.000000	-0.000000	3460.520105	483.058823	350.011776
0.798750	0.000509	0.000157	0.000000	-0.000000	-0.000000	3461.982317	478.157663	350.011804
0.806250	0.000496	0.000153	0.000000	-0.000000	0.000000	3463.445177	473.252261	350.011828
0.813750	0.000482	0.000149	0.000000	0.000000	0.000000	3464.907445	468.346773	350.011851
0.821250	0.000469	0.000145	-0.000000	0.000000	0.000000	3466.367947	463.445144	350.011870
0.828750	0.000456	0.000141	-0.000000	0.000000	0.000000	3467.825570	458.551113	350.011887
0.836250	0.000443	0.000137	0.000000	0.000000	0.000000	3469.279268	453.668214	350.011902
0.843750	0.000626	0.000193	0.000000	-0.000000	0.000000	2623.086120	3308.371231	753.845704
0.851250	0.002106	0.000649	0.000000	-0.000000	-0.000000	771.111488	6058.484837	2793.889956
0.858750	0.002553	0.000787	-0.000000	0.000000	-0.000000	583.927757	5700.481944	3857.616144
0.866250	0.002772	0.000855	-0.000000	-0.000000	-0.000000	513.838614	5449.148997	4456.519930
0.873750	0.002904	0.000896	0.000000	0.000000	-0.000000	471.705511	5309.223692	4780.622728
0.881250	0.002982	0.000920	0.000000	0.000000	-0.000000	443.626255	5234.302903	4955.749070
0.888750	0.003028	0.000934	0.000000	0.000000	-0.000000	422.948436	5195.842854	5050.193634
0.896250	0.003057	0.000943	0.000000	-0.000000	-0.000000	406.272803	5177.297820	5101.205326
0.903750	0.003075	0.000948	0.000000	0.000000	0.000000	391.839858	5169.323588	5129.138338
0.911250	0.003088	0.000952	0.000000	0.000000	0.000000	378.734732	5166.818507	5144.919048
0.918750	0.003097	0.000955	-0.000000	-0.000000	0.000000	366.484699	5167.034121	5154.378648
0.926250	0.003105	0.000958	-0.000000	-0.000000	0.000000	354.844449	5168.533974	5160.559267
0.933750	0.003113	0.000960	-0.000000	0.000000	-0.000000	343.686229	5170.582533	5165.026584
0.941250	0.003119	0.000962	-0.000000	0.000000	-0.000000	332.941635	5172.816388	5168.568167
0.948750	0.003125	0.000964	-0.000000	-0.000000	-0.000000	322.572000	5175.061109	5171.577329
0.956250	0.003130	0.000965	-0.000000	0.000000	-0.000000	312.553191	5177.236537	5174.250694
0.963750	0.003135	0.000967	-0.000000	0.000000	-0.000000	302.868223	5179.310594	5176.684263
0.971250	0.003140	0.000968	0.000000	0.000000	-0.000000	293.503673	5181.271409	5178.930527
0.978750	0.003144	0.000970	0.000000	-0.000000	-0.000000	284.447805	5183.118736	5181.016679
0.986250	0.003148	0.000971	0.000000	-0.000000	-0.000000	275.692184	5184.854922	5182.961374
0.993750	0.003152	0.000972	0.000000	0.000000	-0.000000	267.158513	5186.500596	5184.787044
1.001250	0.003165	0.000976	0.000000	0.000000	-0.000000	260.919861	5187.588029	5186.245442
1.008750	0.003170	0.000978	0.000000	0.000000	-0.000000	259.330407	5187.665727	5186.988520
1.016250	0.003170	0.000978	0.000000	-0.000000	-0.000000	259.382712	5187.509140	5187.261596
1.023750	0.003170	0.000978	0.000000	-0.000000	-0.000000	259.374460	5187.458144	5187.364695
1.031250	0.003170	0.000978	0.000000	-0.000000	-0.000000	259.372566	5187.438614	5187.403470
1.038750	0.003170	0.000978	0.000000	-0.000000	-0.000000	259.371801	5187.431281	5187.418058
1.046250	0.003170	0.000978	0.000000	-0.000000	-0.000000	259.371515	5187.428522	5187.423546
1.053750	0.003170	0.000978	0.000000	-0.000000	0.000000	259.371408	5187.427484	5187.425611
1.061250	0.003170	0.000978	0.000000	-0.000000	-0.000000	259.371367	5187.427093	5187.426388
1.068750	0.003170	0.000978	0.000000	0.000000	-0.000000	259.371352	5187.426946	5187.426681
1.076250	0.003170	0.000978	0.000000	-0.000000	-0.000000	259.371347	5187.426891	5187.426791
1.083750	0.003170	0.000978	-0.000000	0.000000	-0.000000	259.371344	5187.426870	5187.426832
1.091250	0.003170	0.000978	-0.000000	0.000000	-0.000000	259.371344	5187.426862	5187.426847
1.098750	0.003170	0.000978	-0.000000	0.000000	-0.000000	259.371343	5187.426859	5187.426853
1.106250	0.003170	0.000978	-0.000000	0.000000	-0.000000	259.371343	5187.426858	5187.426856
1.113750	0.003170	0.000978	-0.000000	0.000000	-0.000000	259.371343	5187.426858	5187.426857
1.121250	0.003170	0.000978	-0.000000	0.000000	-0.000000	259.371343	5187.426858	5187.426857
1.128750	0.003170	0.000978	-0.000000	0.000000	0.000000	259.371343	5187.426858	5187.426857
1.136250	0.003170	0.000978	-0.000000	-0.000000	0.000000	259.371343	5187.426858	5187.426857
1.143750	0.003170	0.000978	-0.000000	0.000000	0.000000	259.371343	5187.426858	5187.426857
1.151250	0.003170	0.000978	-0.000000	0.000000	0.000000	259.371343	5187.426858	5187.426857
1.158750	0.003170	0.000978	-0.000000	0.000000	0.000000	259.371343	5187.426858	5187.426857
1.166250	0.003170	0.000978	-0.000000	0.000000	0.000000	259.371343	5187.426858	5187.426857
1.173750	0.003170	0.000978	-0.000000	0.000000	0.000000	259.371343	5187.426858	5187.426857
1.181250	0.003170	0.000978	0.000000	-0.000000	0.000000	259.371343	5187.426858	5187.426857
1.188750	0.003170	0.000978	0.000000	0.000000	0.000000	259.371343	5187.426858	5187.426857
1.196250	0.003170	0.000978	0.000000	0.000000	0.000000	259.371343	5187.426858	5187.426857
1.203750	0.003170	0.000978	0.000000	0.000000	0.000000	259.371343	5187.426858	5187.426857
1.211250	0.003170	0.000978	0.000000	-0.000000	-0.000000	259.371343	5187.426858	5187.426857
1.218750	0.003170	0.000978	0.000000	0.000000	-0.000000	259.371343	5187.426858	5187.426857
1.226250	0.003170	0.000978	0.000000	0.000000	-0.000000	259.371343	5187.426858	5187.426857
1.233750	0.003170	0.000978	0.000000	0.000000	-0.000000	259.371343	5187.426858	5187.426857
1.241250	0.003170	0.000978	0.000000	0.000000	-0.000000	259.371343	5187.426858	5187.426857
1.248750	0.003170	0.000978	0.000000	0.000000	-0.000000	259.371343	5187.426858	5187.426857
1.256250	0.003170	0.000978	0.000000	0.000000	-0.000000	259.371343	5187.426858	5187.426857
1.263750	0.003170	0.000978	0.000000	0.000000	-0.000000	259.371343	5187.426858	5187.426857
1.271250	0.003170	0.000978	0.000000	-0.000000	-0.000000	259.371343	5187.426858	5187.426857
1.278750	0.003170	0.000978	0.000000	-0.000000	-0.000000	259.371343	5187.426858	5187.426857
1.286250	0.003170	0.000978	0.000000	-0.000000	-0.000000	259.371343	5187.426858	5187.426857
1.293750	0.003170	0.000978	0.000000	-0.000000	-0.000000	259.371343	5187.426858	5187.426857
1.301250	0.003170	0.000978	0.000000	-0.000000	-0.000000	259.371343	5187.426858	5187.426857
1.308750	0.003170	0.000978	0.000000	-0.000000	-0.000000	259.371343	5187.426858	5187.426857
1.316250	0.003170	0.000978	0.000000	-0.000000	-0.000000	259.371343	5187.426858	5187.426857
1.323750	0.003170	0.000978	0.000000	-0.000000	0.000000	259.371343	5187.426858	5187.426857
1.331250	0.003170	0.000978	0.000000	-0.000000	0.000000	259.371343	5187.426858	5187.426857
1.338750	0.003170	0.000978	0.000000	-0.000000	0.000000	259.371343	5187.426858	5187.426857
1.346250	0.003170	0.000978	0.000000	-0.000000	0.000000	259.371343	5187.426858	5187.426857
1.353750	0.003170	0.000978	0.000000	-0.000000	0.000000	259.371343	5187.426858	5187.426857
1.361250	0.003170	0.000978	0.000000	-0.000000	0.000000	259.371343	5187.426858	5187.426857
1.368750	0.003170	0.000978	-0.000000	-0.000000	0.000000	259.371343	5187.426858	5187.426857
1.376250	0.003170	0.000978	-0.000000	-0.000000	0.000000	259.371343	5187.426858	5187.426857
1.383750	0.003170	0.000978	-0.000000	-0.000000	0.000000	259.371343	5187.426858	5187.426857
1.391250	0.003170	0.000978	-0.000000	-0.000000	0.000000	259.371343	5187.426858	5187.426857
1.398750	0.003170	0.000978	-0.000000	-0.000000	0.000000	259.371343	5187.426858	5187.426857
1.406250	0.003170	0.000978	-0.000000	-0.000000	0.000000	259.371343	5187.426858	5187.426857
1.413750	0.003170	0.000978	-0.000000	-0.000000	0.000000	259.371343	5187.426858	5187.426857
1.421250	0.003170	0.000978	-0.000000	-0.000000	0.000000	259.371343	5187.426858	5187.426857
1.428750	0.003170	0.000978	-0.000000	-0.000000	0.000000	259.371343	5187.426858	5187.426857
1.436250	0.003170	0.000978	-0.000000	-0.000000	0.000000	259.371343	5187.426858	5187.426857
1.443750	0.003170	0.000978	-0.000000	-0.000000	0.000000	259.371343	5187.426858	5187.426857
1.451250	0.003170	0.000978	-0.000000	-0.000000	0.000000	259.371343	5187.426858	5187.426857
1.458750	0.003170	0.000978	-0.000000	-0.000000	0.000000	259.371343	5187.426858	5187.426857
1.466250	0.003170	0.000978	-0.000000	-0.000000	0.000000	259.371343	5187.426858	5187.426857
1.473750	0.003170	0.000978	0.000000	-0.000000	-0.000000	259.371343	5187.426858	5187.426857
1.481250	0.003170	0.000978	0.000000	-0.000000	-0.000000	259.371343	5187.426858	5187.426857
1.488750	0.003170	0.000978	0.000000	0.000000	-0.000000	259.371343	5187.426858	5187.426857
1.496250	0.003170	0.000978	0.000000	0.000000	-0.000000	259.371343	5187.426858	5187.426857
